id,project_id,document_spot,the_data,section_reference,question_number,section_order,type
40182413,526963,431_is_siding_painted_in_the_field,yes,4.3.1,3,14,PcaReportDataItem
40140891,526963,24k_document_review10,Capital Improvements listing,2.4,10,62,PcaReportDataItem
40167507,526963,signalization,no,3.2.2,3,2,PcaReportDataItem
40186944,526963,pca_reserve_yn_33a,no,1.0,31,63,PcaReportDataItem
40187104,526963,64ad_tenantresp,yes,6.4,7,39,PcaReportDataItem
40138945,526963,24d_document_review3,City of Oxnard on-line building code violation database: https://www.oxnard.org/city-department/city-clerk/,2.4,3,62,PcaReportDataItem
40135245,526963,21k_field_escort_ln,Aquirre,2.2,3,60,PcaReportDataItem
40165320,526963,321c_storm_water_drainage_type,"[""Sheet flow"", ""Concrete swales""]",3.2.1,8,1,PcaReportDataItem
40180687,526963,328f_ext_light_surveytime,yes,3.2.8,5,8,PcaReportDataItem
40180749,526963,spa_329,none,3.2.9,33,9,PcaReportDataItem
39878821,526963,31ea_num_parcel,1,3.1,1,0,PcaReportDataItem
39880001,526963,31ec_acreage_source,(per the Ventura County tax assessor),3.1,4,0,PcaReportDataItem
38756803,526963,431d_wallcond,Fair to Poor,4.3.1,5,14,PcaReportDataItem
38756804,526963,describe_facade_issues_in_complete_sentences_43,"There was reported and observed water intrusion along the east elevation central and southeast walls, and the southern walls, near the fire riser. The east walls intrusion were mainly at the window areas. There were cracks on the walls where the water intrusion was located. The central east wall intrusion was at both the grade level and the upper mezzanine level. The southeast and south elevation intrusion was at grade level. Repair of the damage areas to include windows sealant replacement (if required), is recommended. An opinion of cost for this work is included in Table 1.

There was past water intrusion issues at the central east window elevation that was repaired in June 2022. The repair included adding a French drain under the window, to prevent the surface water to backup against the wall. There was no report or indicator that theses repairs are conditions contributing to the current issues.

",4.3.1,6,14,PcaReportDataItem
38476566,526963,654e_cost_table_type,,6.5.4,40,42,PcaReportDataItem
38476468,526963,324p_cost_table_type,,3.2.4,9,4,PcaReportDataItem
38476544,526963,542x_cost_action_item,,5.4.2,99,23,PcaReportDataItem
38476550,526963,551_hydrant_cost_table_type,,5.5.1,777,32,PcaReportDataItem
38476503,526963,442x_cost_action_item,,4.4.2,38,17,PcaReportDataItem
38476482,526963,3211p_cost_table_type,,3.2.11,14,11,PcaReportDataItem
38476535,526963,elevator_type_2_541,,5.4.1.2,8,23,PcaReportDataItem
38476479,526963,329m_cost_action_item,,3.2.9,60,9,PcaReportDataItem
38476718,526963,23a_zoning_name,Online Records Request,2.3,13,61,PcaReportDataItem
38476537,526963,elevator_type_3_541,,5.4.1.3,15,23,PcaReportDataItem
38476599,526963,1n_summary_secfac,,1,46,63,PcaReportDataItem
38476690,526963,1g_routine_repair_maintenace,,1,99,63,PcaReportDataItem
38476498,526963,441a_prim_cost_table_type,,4.4.1,17,17,PcaReportDataItem
38476693,526963,8_1_moisture_microbial_growth,,8,99,99,PcaReportDataItem
38476593,526963,1jj_summary_hori_cons,,1,42,63,PcaReportDataItem
38476528,526963,elevator_type_541,,5.4.1,2,23,PcaReportDataItem
39341300,526963,23c_building_code_phone,https://www.oxnard.org/city-department/city-clerk/,2.3,3,61,PcaReportDataItem
38756780,526963,1f_capital_improvements,yes,1,75,63,PcaReportDataItem
39341307,526963,23c_fire_life_safety_phone,https://www.oxnard.org/city-department/city-clerk/,2.3,9,61,PcaReportDataItem
38476594,526963,2i_summary_guestrooms_comment,,1,42,63,PcaReportDataItem
38476637,526963,01f_project_number,22-392561.27,1,2,63,PcaReportDataItem
39341303,526963,23c_zoning_phone,https://www.oxnard.org/city-department/city-clerk/,2.3,15,61,PcaReportDataItem
38756781,526963,1i_planned_capital,yes,1,97,63,PcaReportDataItem
38756791,526963,1j_planned_capital_desc,"Asphalt repair - $25,000, 2023. ",1,98,63,PcaReportDataItem
38476601,526963,1o_summary_primroof1,"Flat, built-up roofing with granular-surfaced modified bitumen cap sheet",1,47,63,PcaReportDataItem
38476618,526963,1x_summary_alarm,Central system with local notification,1,65,63,PcaReportDataItem
40182373,526963,42e_structcond,yes,4.2,6,13,PcaReportDataItem
40133209,526963,1m_additional_investigations,yes,1,131,63,PcaReportDataItem
41240099,526963,describe_structural_issues_in_complete_sentences_42,Foil insulation was noted at the roof structure: this should be inspected for structural damage (rust of subpurlin hangers) and cut back to allow for air movement/drainage of any condensation. ,4.2,7,13,PcaReportDataItem
