portfolio_id,project_id,section_reference,category,section,subsection,cost_related,docu_txt
231,246065,5.4.1,,,,,"There is an Single-year event Reserve cost item regarding Elevator cabs interiors, Replace for total unit of 1 EA that have 8 years remaining useful life with total cost of 0.0 dollars."
231,246065,6.5.5,,,,,"There is an Spread Reserve cost item regarding Apartment dryer, Replace for total unit of 12 EA that have 1 years remaining useful life with total cost of 0.0 dollars., There is an Spread Reserve cost item regarding Apartment washer, Replace for total unit of 4 EA that have 1 years remaining useful life with total cost of 0.0 dollars."
231,246484,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Eight
231,246484,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 15.57 acres., Acreage source is (per the Catawba County tax assessor)"
231,246484,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including eight ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 98000 SF that have 4 years remaining useful life with total cost of 11760.0 dollars, year 4 costs $11760.0, year 9 costs $11760.0."
231,246484,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including eight ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 98000 SF that have 4 years remaining useful life with total cost of 11760.0 dollars, year 4 costs $11760.0, year 9 costs $11760.0."
231,246484,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, masonry pointing, sealing for total unit of 29000 SF that have 6 years remaining useful life with total cost of 29000.0 dollars, year 6 costs $29000.0."
231,246484,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Single-year event Reserve cost item regarding Split-system condenser, Replace for total unit of 3 TON that have 5 years remaining useful life with total cost of 3600.0 dollars, year 5 costs $3600.0., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 40 TON that have 5 years remaining useful life with total cost of 48000.0 dollars, year 5 costs $12000.0, year 6 costs $12000.0, year 7 costs $12000.0, year 8 costs $12000.0."
231,246037,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Six
231,246037,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 10.81 acres., Acreage source is Los Angeles County Records"
231,246037,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 100 TON that have 1 years remaining useful life with total cost of 120000.0 dollars, year 1 costs $10000.0, year 2 costs $10000.0, year 3 costs $10000.0, year 4 costs $10000.0, year 5 costs $10000.0, year 6 costs $10000.0, year 7 costs $10000.0, year 8 costs $10000.0, year 9 costs $10000.0, year 10 costs $10000.0, year 11 costs $10000.0, year 12 costs $10000.0."
231,246037,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 125000 SF that have 2 years remaining useful life with total cost of 15000.0 dollars, year 2 costs $15000.0, year 7 costs $15000.0, year 12 costs $15000.0."
231,246037,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 80000 SF that have 8 years remaining useful life with total cost of 80000.0 dollars, year 8 costs $80000.0."
231,246037,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - BUR for total unit of 75000 SF that have 3 years remaining useful life with total cost of 450000.0 dollars, year 3 costs $450000.0., There is an Single-year event Reserve cost item regarding Roof replacement - BUR for total unit of 75000 SF that have 8 years remaining useful life with total cost of 450000.0 dollars, year 8 costs $450000.0."
231,246037,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 100 TON that have 1 years remaining useful life with total cost of 120000.0 dollars, year 1 costs $10000.0, year 2 costs $10000.0, year 3 costs $10000.0, year 4 costs $10000.0, year 5 costs $10000.0, year 6 costs $10000.0, year 7 costs $10000.0, year 8 costs $10000.0, year 9 costs $10000.0, year 10 costs $10000.0, year 11 costs $10000.0, year 12 costs $10000.0."
231,246078,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Two
231,246078,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 2.45 acres., Acreage source is (per the Kane County tax assessor)"
231,246078,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including two ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 72000 SF that have 3 years remaining useful life with total cost of 8640.0 dollars, year 3 costs $8640.0, year 8 costs $8640.0."
231,246078,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including two ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 72000 SF that have 3 years remaining useful life with total cost of 8640.0 dollars, year 3 costs $8640.0, year 8 costs $8640.0."
231,246078,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, pointing, and panel sealant. for total unit of 1 LS that have 7 years remaining useful life with total cost of 10000.0 dollars, year 7 costs $10000.0."
231,246078,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding Replace roof mounted HVAC package units. for total unit of 20 TON that have 5 years remaining useful life with total cost of 24000.0 dollars, year 6 costs $12000.0, year 7 costs $12000.0."
231,246344,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Four
231,246344,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 4.95 acres., Acreage source is per the Maricopa County tax assessor"
231,246344,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters., There is an Spread Reserve cost item regarding Evaporative Coolers replacement for total unit of 11 EA that have 2 years remaining useful life with total cost of 44000.0 dollars, year 2 costs $11000.0, year 3 costs $11000.0, year 4 costs $11000.0, year 5 costs $11000.0."
231,246344,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 44000 SF that have 8 years remaining useful life with total cost of 66000.0 dollars, year 8 costs $66000.0."
231,246344,4.4.1,,,,,"There is an Spread Reserve cost item regarding Additional recoating of the spray-applied foam roof covering is anticipated during the evaluation period. An opinion of cost for this work is included in Table 2.  for total unit of 36500 EA that have 5 years remaining useful life with total cost of 91250.0 dollars, year 5 costs $30416.67, year 6 costs $30416.67, year 7 costs $30416.67."
231,246344,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters., There is an Spread Reserve cost item regarding Evaporative Coolers replacement for total unit of 11 EA that have 2 years remaining useful life with total cost of 44000.0 dollars, year 2 costs $11000.0, year 3 costs $11000.0, year 4 costs $11000.0, year 5 costs $11000.0."
231,246059,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is 14
231,246059,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 15.56 acres., Acreage source is per Loudoun County Tax Assessor"
231,246059,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including 14 ADA-designated space,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 305000 SF that have 3 years remaining useful life with total cost of 36600.0 dollars, year 3 costs $36600.0, year 8 costs $36600.0."
231,246059,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including 14 ADA-designated space,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 305000 SF that have 3 years remaining useful life with total cost of 36600.0 dollars, year 3 costs $36600.0, year 8 costs $36600.0."
231,246059,3.2.9,,,,,"There is an Single-year event Reserve cost item regarding Swimming pool liner, Resurface for total unit of 3 EA that have 9 years remaining useful life with total cost of 36000.0 dollars, year 9 costs $36000.0., There is an Single-year event Reserve cost item regarding Spa liner, Resurface for total unit of 1 EA that have 9 years remaining useful life with total cost of 3000.0 dollars, year 9 costs $3000.0., There is an Single-year event Reserve cost item regarding Pool/spa heater replacement for total unit of 1 EA that have 10 years remaining useful life with total cost of 15000.0 dollars, year 10 costs $15000.0., There is an Single-year event Reserve cost item regarding Pool/spa filtration/circulation equipment replacement for total unit of 4 EA that have 10 years remaining useful life with total cost of 6000.0 dollars, year 10 costs $6000.0."
231,246059,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - asphalt shingles for total unit of 1500 SF that have 8 years remaining useful life with total cost of 5250.0 dollars, year 8 costs $5250.0., There is an Single-year event Reserve cost item regarding Roof replacement - flat roof for total unit of 72000 SF that have 8 years remaining useful life with total cost of 432000.0 dollars, year 8 costs $432000.0."
231,246059,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 240 TON that have 8 years remaining useful life with total cost of 288000.0 dollars, year 8 costs $57600.0, year 9 costs $57600.0, year 10 costs $57600.0, year 11 costs $57600.0, year 12 costs $57600.0."
231,246059,5.4.1,,,,,"There is an Single-year event Reserve cost item regarding Elevator cabs interiors, Replace for total unit of 1 EA that have 5 years remaining useful life with total cost of 10000.0 dollars, year 5 costs $10000.0."
231,246060,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Three
231,246060,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 8.055 acres., Acreage source is per the ALTA Survey"
231,246060,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including three ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt sealcoat & striping for total unit of 75000 SF that have 3 years remaining useful life with total cost of 9000.0 dollars, year 3 costs $9000.0, year 8 costs $9000.0."
231,246060,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is Warehouse and production areas are heated by gas-fired, suspended unit heaters., There is an Spread Reserve cost item regarding Replace HVAC package units for total unit of 120 TON that have 5 years remaining useful life with total cost of 180000.0 dollars, year 3 costs $22500.0, year 4 costs $22500.0, year 5 costs $22500.0, year 6 costs $22500.0, year 7 costs $22500.0, year 8 costs $22500.0, year 9 costs $22500.0, year 10 costs $22500.0."
231,246060,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including three ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt sealcoat & striping for total unit of 75000 SF that have 3 years remaining useful life with total cost of 9000.0 dollars, year 3 costs $9000.0, year 8 costs $9000.0."
231,246060,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, pointing, sealing, repair for total unit of 36000 SF that have 5 years remaining useful life with total cost of 9000.0 dollars, year 5 costs $9000.0."
231,246060,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Replace EPDM and BUR roof areas with TPO system for total unit of 52200 SF that have 1 years remaining useful life with total cost of 313200.0 dollars, year 1 costs $313200.0."
231,246060,5.1,,,,,"There is an Single-year event Reserve cost item regarding Galvanized piping, replacement allowance for total unit of 1 ALLOW that have 5 years remaining useful life with total cost of 15000.0 dollars, year 5 costs $15000.0., There is an Single-year event Reserve cost item regarding Replace central domestic water boiler for total unit of 1 EA that have 11 years remaining useful life with total cost of 7500.0 dollars, year 11 costs $7500.0."
231,246060,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is Warehouse and production areas are heated by gas-fired, suspended unit heaters., There is an Spread Reserve cost item regarding Replace HVAC package units for total unit of 120 TON that have 5 years remaining useful life with total cost of 180000.0 dollars, year 3 costs $22500.0, year 4 costs $22500.0, year 5 costs $22500.0, year 6 costs $22500.0, year 7 costs $22500.0, year 8 costs $22500.0, year 9 costs $22500.0, year 10 costs $22500.0."
231,246060,5.5.2,,,,,"There is an Single-year event Reserve cost item regarding Replace fire alarm panel for total unit of 1 EA that have 10 years remaining useful life with total cost of 10000.0 dollars, year 10 costs $10000.0."
231,246477,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Five
231,246477,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 9.5 acres., Acreage source is per the Erie County tax assessor"
231,246477,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including five ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 105000 SF that have 2 years remaining useful life with total cost of 12600.0 dollars, year 2 costs $12600.0, year 7 costs $12600.0, year 12 costs $12600.0."
231,246477,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters.
231,246477,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including five ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 105000 SF that have 2 years remaining useful life with total cost of 12600.0 dollars, year 2 costs $12600.0, year 7 costs $12600.0, year 12 costs $12600.0."
231,246477,4.4.1,,,,,"There is an Spread Reserve cost item regarding Roof replacement - EPDM for total unit of 48000 SF that have 1 years remaining useful life with total cost of 288000.0 dollars, year 1 costs $96000.0, year 2 costs $96000.0, year 3 costs $96000.0."
231,246477,5.3,,,,,"There is an Single-year event Reserve cost item regarding Replace Federal Pacific Disconnect for total unit of 1 EA that have 3 years remaining useful life with total cost of 10000.0 dollars, year 3 costs $10000.0."
231,246057,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is 15
231,246057,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 19.51 acres., Acreage source is (per the Dakota County property card)"
231,246057,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 350000 SF that have 3 years remaining useful life with total cost of 42000.0 dollars, year 3 costs $42000.0, year 8 costs $42000.0."
231,246057,3.2.9,,,,,"There is an Single-year event Reserve cost item regarding Swimming pool liner, Resurface for total unit of 2 EA that have 6 years remaining useful life with total cost of 15000.0 dollars, year 6 costs $15000.0., There is an Single-year event Reserve cost item regarding Spa liner, Resurface for total unit of 1 EA that have 6 years remaining useful life with total cost of 3000.0 dollars, year 6 costs $3000.0., There is an Spread Reserve cost item regarding Pool/spa filtration/circulation equipment replacement for total unit of 3 EA that have 4 years remaining useful life with total cost of 5220.0 dollars, year 4 costs $1740.0, year 5 costs $1740.0, year 6 costs $1740.0."
231,246057,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, masonry pointing, sealing for total unit of 60000 SF that have 2 years remaining useful life with total cost of 60000.0 dollars, year 2 costs $60000.0, year 10 costs $60000.0."
231,246057,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - EPDM for total unit of 164000 SF that have 6 years remaining useful life with total cost of 984000.0 dollars, year 6 costs $984000.0."
231,246057,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 200 TON that have 6 years remaining useful life with total cost of 240000.0 dollars, year 6 costs $12000.0, year 7 costs $12000.0, year 8 costs $12000.0, year 9 costs $12000.0, year 10 costs $12000.0, year 11 costs $12000.0, year 12 costs $12000.0."
231,246068,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Three
231,246068,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 4.51 acres., Acreage source is (per the Orange County tax assessor and online research information)"
231,246068,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Single-year event Reserve cost item regarding Asphalt overlay for total unit of 25800 SF that have 8 years remaining useful life with total cost of 51600.0 dollars, year 8 costs $51600.0., There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 55000 SF that have 2 years remaining useful life with total cost of 6600.0 dollars, year 2 costs $6600.0, year 7 costs $6600.0, year 12 costs $6600.0."
231,246068,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 23000 SF that have 3 years remaining useful life with total cost of 23000.0 dollars, year 3 costs $23000.0, year 11 costs $23000.0."
231,246068,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Annual roof maintenance for total unit of 1 LS that have 1 years remaining useful life with total cost of 23500.0 dollars, year 1 costs $2000.0, year 2 costs $2500.0, year 3 costs $3000.0, year 4 costs $4000.0, year 5 costs $5000.0, year 6 costs $500.0, year 7 costs $500.0, year 8 costs $1000.0, year 9 costs $1000.0, year 10 costs $1000.0, year 11 costs $1500.0, year 12 costs $1500.0., There is an Single-year event Reserve cost item regarding Roof replacement for total unit of 1 LS that have 1 years remaining useful life with total cost of 265000.0 dollars, year 1 costs $60000.0, year 2 costs $40000.0, year 5 costs $165000.0."
231,246068,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 20 TON that have 3 years remaining useful life with total cost of 24000.0 dollars, year 4 costs $4800.0, year 5 costs $4800.0, year 6 costs $4800.0, year 7 costs $4800.0, year 8 costs $4800.0."
231,246024,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Nine
231,246024,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 14.1 acres., Acreage source is per the Hillsborough County Property Appraiser"
231,246024,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is [""""], There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 5 EA that have 9 years remaining useful life with total cost of 5000.0 dollars, year 9 costs $1666.67, year 10 costs $1666.67, year 11 costs $1666.67., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 5 EA that have 9 years remaining useful life with total cost of 5000.0 dollars, year 9 costs $1666.67, year 10 costs $1666.67, year 11 costs $1666.67., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 5 EA that have 9 years remaining useful life with total cost of 5000.0 dollars, year 9 costs $1666.67, year 10 costs $1666.67, year 11 costs $1666.67., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 269 TON that have 0 years remaining useful life with total cost of 322800.0 dollars, year 1 costs $35866.67, year 2 costs $35866.67, year 3 costs $35866.67, year 4 costs $35866.67, year 5 costs $35866.67, year 6 costs $35866.67, year 7 costs $35866.67, year 8 costs $35866.67, year 9 costs $35866.67."
231,246024,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Short-term (12-24 months) cost item regarding Damaged pavement consisting of linear and alligator cracking, localized areas of potholes, and overall deterioration was observed at the majority of the drive aisles and parking areas at the front and sides of the building. Sectional full-depth replacement and routing and filling of all linear cracking greater than ¼” wide, followed by a slurry seal and restriping application throughout. for total unit of 105000.0 SF with total cost of 105000 dollars., There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 112000 SF that have 5 years remaining useful life with total cost of 13440.0 dollars, year 5 costs $13440.0, year 10 costs $13440.0."
231,246024,4.3.1,,,,,"There is an Short-term (12-24 months) cost item regarding The painted finishes on the building was worn with areas of staining and deterioration throughout. Reapplication of exterior paint is recommended. for total unit of 28000.0 SF with total cost of 28000 dollars., There is an Short-term (12-24 months) cost item regarding Deteriorated sealant was observed between the concrete tilt-up panels. Replacement of deteriorated sealant is recommended. for total unit of 1750.0 LF with total cost of 7875 dollars., There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 28000 SF that have 8 years remaining useful life with total cost of 28000.0 dollars, year 8 costs $28000.0."
231,246024,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Short-term (12-24 months) cost item regarding Damaged pavement consisting of linear and alligator cracking, localized areas of potholes, and overall deterioration was observed at the majority of the drive aisles and parking areas at the front and sides of the building. Sectional full-depth replacement and routing and filling of all linear cracking greater than ¼” wide, followed by a slurry seal and restriping application throughout. for total unit of 105000.0 SF with total cost of 105000 dollars., There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 112000 SF that have 5 years remaining useful life with total cost of 13440.0 dollars, year 5 costs $13440.0, year 10 costs $13440.0."
231,246024,4.3.1,,,,,"There is an Short-term (12-24 months) cost item regarding The painted finishes on the building was worn with areas of staining and deterioration throughout. Reapplication of exterior paint is recommended. for total unit of 28000.0 SF with total cost of 28000 dollars., There is an Short-term (12-24 months) cost item regarding Deteriorated sealant was observed between the concrete tilt-up panels. Replacement of deteriorated sealant is recommended. for total unit of 1750.0 LF with total cost of 7875 dollars., There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 28000 SF that have 8 years remaining useful life with total cost of 28000.0 dollars, year 8 costs $28000.0."
231,246024,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - TPO for total unit of 110000 SF that have 3 years remaining useful life with total cost of 660000.0 dollars, year 3 costs $660000.0."
231,246024,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is [""""], There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 5 EA that have 9 years remaining useful life with total cost of 5000.0 dollars, year 9 costs $1666.67, year 10 costs $1666.67, year 11 costs $1666.67., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 5 EA that have 9 years remaining useful life with total cost of 5000.0 dollars, year 9 costs $1666.67, year 10 costs $1666.67, year 11 costs $1666.67., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 5 EA that have 9 years remaining useful life with total cost of 5000.0 dollars, year 9 costs $1666.67, year 10 costs $1666.67, year 11 costs $1666.67., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 269 TON that have 0 years remaining useful life with total cost of 322800.0 dollars, year 1 costs $35866.67, year 2 costs $35866.67, year 3 costs $35866.67, year 4 costs $35866.67, year 5 costs $35866.67, year 6 costs $35866.67, year 7 costs $35866.67, year 8 costs $35866.67, year 9 costs $35866.67."
231,246024,5.5.2,,,,,"There is an Single-year event Reserve cost item regarding Fire alarm panel, Replace for total unit of 1 EA that have 5 years remaining useful life with total cost of 10000.0 dollars, year 5 costs $10000.0."
